"Year","qTot","X2","qOut","deltaTemp","secchi","chl","microzooplankton","mesozooplankton","sst","upwelling"
2010,-0.527174723737855,0.238899186561854,-0.525973229846288,-0.747745009229711,0.548963588733317,-0.599666136651048,-0.220244216769686,-0.063096066751782,-0.727541587406962,-0.552624015651501
2011,0.70031530338692,-0.981724480738909,0.589552202591567,-0.445463218962223,1.21982810408149,-0.613176168490261,0.335095180510779,-0.881765139513625,-0.123991712748817,-0.270579393555506
2012,-0.634077515088434,0.315858943363642,-0.666055329667463,-0.579216757814187,0.971048764661681,-0.437883866088418,0.63841030260898,-0.966043171190965,-1.76501348443245,1.63706786862105
2013,-0.613828309399256,0.331790832752852,-0.592733338975815,1.01104007122545,0.628339118388066,0.495064050073782,1.10194101985438,0.108225224931497,-0.665980049544394,1.43878195248081
2014,-1.07505789716376,1.17803428947827,-0.916784459124615,0.134926265202803,1.21211342169778,-0.945305320416465,1.28412626307375,0.910432990237581,0.589217481578947,0.917426741939744
2015,-0.955717222495464,0.884678803294883,-0.787928685346861,1.98807729628383,1.17428568912347,-1.19629938321425,1.58832241088277,0.994450409860488,2.4828073253619,-0.162889628755205
2016,-0.527365968831665,0.191026098362604,-0.446414998634596,0.819733161636604,2.0732433062827,0.309439633227473,1.74979630932934,2.43620798233828,1.23981311535885,0.83708675867605
2017,2.10104761157493,-1.42040164035987,2.03412490346228,-0.053013803072169,0.801385017118663,-0.840742151015817,2.28127062921802,1.26843969376126,0.541226353259198,0.78238719560286
2018,-0.551374587136074,0.0906309049984313,-0.550906980994438,0.0988114692129357,1.66274319540048,-0.822482102201099,1.4646794597594,0.184360773038635,-0.0426753474653533,1.96184652436793
2019,0.625603101766144,-0.849330088081535,0.623044651023434,0.744099916092505,1.91454342834952,-1.29412795701273,1.79083387569863,-0.156071942943644,1.05954108909223,0.729396993875761
2020,-0.815099062439179,0.451343186025876,-0.763363898860828,-0.18321317803505,2.0931666930361,-1.42712802610803,1.80392780937339,-0.83502716081921,-0.139295766920606,1.22682114557233
